ID,TYPE,LOG
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:08.4003480Z WARNING | cannot add library /Users/runner/Library/Android/sdk/emulator/qemu/darwin-x86_64/lib64/vulkan/libvulkan.dylib: failed
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:08.5557190Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:08.5626310Z WARNING | *** No gRPC protection active, consider launching with the -grpc-use-jwt flag.***
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:08.6260240Z WARNING | Failed to process .ini file /Users/runner/.android/emu-update-last-check.ini for reading.
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:08.7645460Z WARNING | Failed to process .ini file /Users/runner/.android/emu-update-last-check.ini for reading.
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:17.4609540Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:41:20.4235000Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:41:20.4292850Z WARNING | Discarding the changed state (command-line flag).
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:41:36.4454580Z WARNING | encryption is off
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:41:36.4520610Z WARNING | Running on a system with less than 6 logical cores. Setting number of virtual cores to 1
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,ERROR,"2023-11-30T17:41:36.8032880Z ERROR   | Unable to connect to adb daemon on port: 5037
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:41:36.9539330Z WARNING | cannot add library /Users/runner/Library/Android/sdk/emulator/qemu/darwin-x86_64/lib64/vulkan/libvulkan.dylib: failed
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:41:37.0398970Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:41:37.0429810Z WARNING | *** No gRPC protection active, consider launching with the -grpc-use-jwt flag.***
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:41:37.0637590Z WARNING | Failed to process .ini file /Users/runner/.android/emu-update-last-check.ini for reading.
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:41:37.1568520Z WARNING | Failed to process .ini file /Users/runner/.android/emu-update-last-check.ini for reading.
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:41:49.0764660Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:43:49.9534800Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:43:49.9547700Z WARNING | Discarding the changed state (command-line flag).
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:38:59.3419730Z WARNING | Running on a system with less than 6 logical cores. Setting number of virtual cores to 1
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,ERROR,"2023-11-30T17:39:00.6843470Z ERROR   | Unable to connect to adb daemon on port: 5037
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:01.1775520Z WARNING | cannot add library /Users/runner/Library/Android/sdk/emulator/qemu/darwin-x86_64/lib64/vulkan/libvulkan.dylib: failed
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:01.8904090Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:01.8978820Z WARNING | *** No gRPC protection active, consider launching with the -grpc-use-jwt flag.***
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:01.9972840Z WARNING | Failed to process .ini file /Users/runner/.android/emu-update-last-check.ini for reading.
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:02.1275740Z WARNING | Failed to process .ini file /Users/runner/.android/emu-update-last-check.ini for reading.
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:40:54.1391670Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:41:47.7582050Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:43:41.5797190Z WARNING | Discarding the changed state (command-line flag).
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:07.6419360Z WARNING | encryption is off
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:07.6560240Z WARNING | Running on a system with less than 6 logical cores. Setting number of virtual cores to 1
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,ERROR,"2023-11-30T17:39:08.1783690Z ERROR   | Unable to connect to adb daemon on port: 5037
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:08.4003440Z WARNING | cannot add library /Users/runner/Library/Android/sdk/emulator/qemu/darwin-x86_64/lib64/vulkan/libvulkan.dylib: failed
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:08.5557160Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:08.5626270Z WARNING | *** No gRPC protection active, consider launching with the -grpc-use-jwt flag.***
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:08.6260220Z WARNING | Failed to process .ini file /Users/runner/.android/emu-update-last-check.ini for reading.
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:08.7645460Z WARNING | Failed to process .ini file /Users/runner/.android/emu-update-last-check.ini for reading.
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:17.4609500Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:41:20.4234960Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:41:20.4292810Z WARNING | Discarding the changed state (command-line flag).
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:38:20.3654047Z WARNING: An illegal reflective access operation has occurred
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:38:20.3655747Z WARNING: Illegal reflective access by retrofit2.Platform$Java8 (file:/home/runner/work/retrofit/retrofit/retrofit/build/classes/java/main/) to constructor java.lang.invoke.MethodHandles$Lookup(java.lang.Class,int)
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:38:20.3657389Z WARNING: Please consider reporting this to the maintainers of retrofit2.Platform$Java8
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:38:20.3658669Z WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:38:20.3659673Z WARNING: All illegal access operations will be denied in a future release
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:38:23.0647155Z WARNING: An illegal reflective access operation has occurred
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:38:23.0648613Z WARNING: Illegal reflective access by retrofit2.Platform$Java8 (file:/home/runner/work/retrofit/retrofit/retrofit/build/classes/java/main/) to constructor java.lang.invoke.MethodHandles$Lookup(java.lang.Class,int)
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:38:23.0650182Z WARNING: Please consider reporting this to the maintainers of retrofit2.Platform$Java8
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:38:23.0651529Z WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:38:23.0652339Z WARNING: All illegal access operations will be denied in a future release
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:38:25.5638940Z WARNING: An illegal reflective access operation has occurred
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:38:25.5641279Z WARNING: Illegal reflective access by retrofit2.Platform$Java8 (file:/home/runner/work/retrofit/retrofit/retrofit/build/classes/java/main/) to constructor java.lang.invoke.MethodHandles$Lookup(java.lang.Class,int)
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:38:25.5643798Z WARNING: Please consider reporting this to the maintainers of retrofit2.Platform$Java8
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:38:25.5645585Z WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:38:25.5672198Z WARNING: All illegal access operations will be denied in a future release
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:38:28.1632391Z WARNING: An illegal reflective access operation has occurred
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:38:28.1635143Z WARNING: Illegal reflective access by retrofit2.Platform$Java8 (file:/home/runner/work/retrofit/retrofit/retrofit/build/classes/java/main/) to constructor java.lang.invoke.MethodHandles$Lookup(java.lang.Class,int)
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:38:28.1637823Z WARNING: Please consider reporting this to the maintainers of retrofit2.Platform$Java8
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:38:28.1639683Z WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:38:28.1641141Z WARNING: All illegal access operations will be denied in a future release
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:38:59.3419680Z WARNING | Running on a system with less than 6 logical cores. Setting number of virtual cores to 1
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,ERROR,"2023-11-30T17:39:00.6843410Z ERROR   | Unable to connect to adb daemon on port: 5037
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:01.1775470Z WARNING | cannot add library /Users/runner/Library/Android/sdk/emulator/qemu/darwin-x86_64/lib64/vulkan/libvulkan.dylib: failed
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:01.8904050Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:01.8978770Z WARNING | *** No gRPC protection active, consider launching with the -grpc-use-jwt flag.***
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:01.9972820Z WARNING | Failed to process .ini file /Users/runner/.android/emu-update-last-check.ini for reading.
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:02.1275730Z WARNING | Failed to process .ini file /Users/runner/.android/emu-update-last-check.ini for reading.
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:40:54.1391600Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:41:47.7582010Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:43:41.5797190Z WARNING | Discarding the changed state (command-line flag).
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:41:36.4454540Z WARNING | encryption is off
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:41:36.4520530Z WARNING | Running on a system with less than 6 logical cores. Setting number of virtual cores to 1
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,ERROR,"2023-11-30T17:41:36.8032850Z ERROR   | Unable to connect to adb daemon on port: 5037
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:41:36.9539290Z WARNING | cannot add library /Users/runner/Library/Android/sdk/emulator/qemu/darwin-x86_64/lib64/vulkan/libvulkan.dylib: failed
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:41:37.0398920Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:41:37.0429780Z WARNING | *** No gRPC protection active, consider launching with the -grpc-use-jwt flag.***
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:41:37.0637570Z WARNING | Failed to process .ini file /Users/runner/.android/emu-update-last-check.ini for reading.
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:41:37.1568500Z WARNING | Failed to process .ini file /Users/runner/.android/emu-update-last-check.ini for reading.
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:41:49.0764630Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:43:49.9534790Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:43:49.9547700Z WARNING | Discarding the changed state (command-line flag).
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:06.6819270Z WARNING | Running on a system with less than 6 logical cores. Setting number of virtual cores to 1
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,ERROR,"2023-11-30T17:39:07.0893740Z ERROR   | Unable to connect to adb daemon on port: 5037
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:07.1368470Z WARNING | cannot add library /Users/runner/Library/Android/sdk/emulator/qemu/darwin-x86_64/lib64/vulkan/libvulkan.dylib: failed
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:07.5928280Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:07.5988310Z WARNING | *** No gRPC protection active, consider launching with the -grpc-use-jwt flag.***
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:07.6957530Z WARNING | Failed to process .ini file /Users/runner/.android/emu-update-last-check.ini for reading.
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:08.0297800Z WARNING | Failed to process .ini file /Users/runner/.android/emu-update-last-check.ini for reading.
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:39:36.4663800Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:41:59.4899940Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-7050180715-00919d1410b0b2fc8d03541f37f755d8918056a5.zip,WARN,"2023-11-30T17:43:25.1573800Z WARNING | Discarding the changed state (command-line flag).
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:55:42.6481920Z WARNING | encryption is off
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:55:42.6586860Z WARNING | Running on a system with less than 6 logical cores. Setting number of virtual cores to 1
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,ERROR,"2023-10-18T19:55:43.1210820Z ERROR   | Unable to connect to adb daemon on port: 5037
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:55:44.0963130Z WARNING | cannot add library /Users/runner/Library/Android/sdk/emulator/qemu/darwin-x86_64/lib64/vulkan/libvulkan.dylib: failed
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:55:44.1974660Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:55:44.1992710Z WARNING | *** No gRPC protection active, consider launching with the -grpc-use-jwt flag.***
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:55:44.2260590Z WARNING | Failed to process .ini file /Users/runner/.android/emu-update-last-check.ini for reading.
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:55:44.4459240Z WARNING | Failed to process .ini file /Users/runner/.android/emu-update-last-check.ini for reading.
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:55:52.4121280Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:56:50.4832950Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:56:50.4841660Z WARNING | Discarding the changed state (command-line flag).
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:55:44.4423310Z WARNING | encryption is off
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:55:44.4530410Z WARNING | Running on a system with less than 6 logical cores. Setting number of virtual cores to 1
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,ERROR,"2023-10-18T19:55:45.0623000Z ERROR   | Unable to connect to adb daemon on port: 5037
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:55:46.0316090Z WARNING | cannot add library /Users/runner/Library/Android/sdk/emulator/qemu/darwin-x86_64/lib64/vulkan/libvulkan.dylib: failed
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:55:46.1515950Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:55:46.1618610Z WARNING | *** No gRPC protection active, consider launching with the -grpc-use-jwt flag.***
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:55:46.1741730Z WARNING | Failed to process .ini file /Users/runner/.android/emu-update-last-check.ini for reading.
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:55:46.3897830Z WARNING | Failed to process .ini file /Users/runner/.android/emu-update-last-check.ini for reading.
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:55:56.1086390Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:57:29.1158090Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:57:29.1167200Z WARNING | Discarding the changed state (command-line flag).
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:56:42.1895070Z WARNING | Running on a system with less than 6 logical cores. Setting number of virtual cores to 1
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,ERROR,"2023-10-18T19:56:42.7152780Z ERROR   | Unable to connect to adb daemon on port: 5037
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:56:43.6296120Z WARNING | cannot add library /Users/runner/Library/Android/sdk/emulator/qemu/darwin-x86_64/lib64/vulkan/libvulkan.dylib: failed
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:56:43.7377900Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:56:43.7470800Z WARNING | *** No gRPC protection active, consider launching with the -grpc-use-jwt flag.***
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:56:43.7831720Z WARNING | Failed to process .ini file /Users/runner/.android/emu-update-last-check.ini for reading.
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:56:44.0020120Z WARNING | Failed to process .ini file /Users/runner/.android/emu-update-last-check.ini for reading.
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:58:16.6729330Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:58:57.8322640Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:59:42.5382410Z WARNING | Discarding the changed state (command-line flag).
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:55:42.6481880Z WARNING | encryption is off
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:55:42.6586780Z WARNING | Running on a system with less than 6 logical cores. Setting number of virtual cores to 1
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,ERROR,"2023-10-18T19:55:43.1210770Z ERROR   | Unable to connect to adb daemon on port: 5037
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:55:44.0963090Z WARNING | cannot add library /Users/runner/Library/Android/sdk/emulator/qemu/darwin-x86_64/lib64/vulkan/libvulkan.dylib: failed
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:55:44.1974620Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:55:44.1992690Z WARNING | *** No gRPC protection active, consider launching with the -grpc-use-jwt flag.***
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:55:44.2260570Z WARNING | Failed to process .ini file /Users/runner/.android/emu-update-last-check.ini for reading.
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:55:44.4459220Z WARNING | Failed to process .ini file /Users/runner/.android/emu-update-last-check.ini for reading.
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:55:52.4121240Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
logs_square-retrofit-6565880941-9d9a94296174d84dd35344a35d05e9aa906a340f.zip,WARN,"2023-10-18T19:56:50.4832910Z WARNING | /etc/localtime does not point to zoneinfo-compatible timezone name
"
